,0,yeong,,jennifer,,yoobin,,changhyun,,TRUE,0-1 label,jennifer-yeong,yoobin-yeong,yoobin-jennifer,changhyun-yeong,changhyun-jennifer,changhyun-yoobin,changhyun-yoobin-yeong,Everyone got correct,at least 3 ppl got correct,majority answer,GPT2 Result,GPT2 correctness,True value where GPT was wrong and majority of us were correct,,,,,
472,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
473,There are many company. Tell me the language.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
474,Thats cool. i am a gentleman and will treat you with dignity and respect.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
475,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
476,I cant wait to see you! How were the photos were useful? :),0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
477,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
478,If I was I wasn't paying attention,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
479,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
480,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
481,Oh baby of the house. How come you dont have any new pictures on facebook,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
482,Are you wet right now?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
483,Aight ill get on fb in a couple minutes,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
484,did u get that message,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
485,I'm done...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
486,And pls pls drink plenty plenty water,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
487,"Why is that, princess? I bet the brothas are all chasing you!",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
488,Please CALL 08712402578 immediately as there is an urgent message waiting for you,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
489,It's ok lar. U sleep early too... Nite...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
490,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
491,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
492,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
493,WHORE YOU ARE UNBELIEVABLE.,0,1,0,1,1,0,0,1,ham,0,1,0,0,1,1,0,1,0,1,0,0,1,FALSE,,,,,
494,She doesnt need any test.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
495,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
496,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
497,"Yeah, give me a call if you've got a minute",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
498,Wish u many many returns of the day.. Happy birthday vikky..,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
499,Now thats going to ruin your thesis!,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
500,2/2 146tf150p,0,0,1,1,1,1,0,0,spam,1,0,0,1,1,0,0,1,0,0,majority got incorrect,1,1,FALSE,,,,,
501,"I want to show you the world, princess :) how about europe?",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
502,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
503,Aiyah e rain like quite big leh. If drizzling i can at least run home.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
504,What's the significance?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
505,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
506,Carlos'll be here in a minute if you still need to buy,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
507,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
508,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",0,1,0,1,0,1,1,0,ham,0,1,1,1,0,0,0,0,0,1,0,0,1,FALSE,,,,,
509,No. Did you multimedia message them or e-mail?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
510,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
511,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,0,0,0,0,1,1,1,1,spam,1,1,0,0,0,0,1,0,0,0,majority got incorrect,1,1,FALSE,,,,,
512,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
513,500 free text msgs. Just text ok to 80488 and we'll credit your account,1,1,0,0,1,1,1,1,spam,1,0,1,0,1,0,1,1,0,1,1,1,1,FALSE,,,,,
514,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
515,Do you work all this week ?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
516,What class of  &lt;#&gt;  reunion?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
517,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
518,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
519,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
520,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
521,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",0,1,0,1,1,0,0,1,ham,0,1,0,0,1,1,0,1,0,1,0,0,1,FALSE,,,,,
522,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
523,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,1,1,0,0,1,1,1,1,spam,1,0,1,0,1,0,1,1,0,1,1,1,1,FALSE,,,,,
524,You have 1 new voicemail. Please call 08719181513.,0,0,1,1,1,1,1,1,spam,1,0,0,1,0,1,1,0,0,1,1,1,1,FALSE,,,,,
525,U know we watchin at lido?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
526,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",0,1,0,1,1,0,0,1,ham,0,1,0,0,1,1,0,1,0,1,0,0,1,FALSE,,,,,
527,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
528,Just sleeping..and surfing,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
529,Ok I'm gonna head up to usf in like fifteen minutes,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
530,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
531,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
532,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
533,Huh but i cant go 2 ur house empty handed right?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
534,"Until 545 lor... Ya, can go 4 dinner together...",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
535,Are you this much buzy,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
536,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
537,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
538,Yes..gauti and sehwag out of odi series.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
539,Just now saw your message.it k da:),0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
540,Ok Chinese food on its way. When I get fat you're paying for my lipo.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
541,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
542,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
543,What you need. You have a person to give na.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
544,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
545,Goin to workout lor... Muz lose e fats... ,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
546,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,1,1,1,1,1,1,10,0,spam,1,1,1,1,0,0,0,0,0,1,1,1,1,FALSE,,,,,
547,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
548,"Cool, I'll text you in a few",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
549,Ya:)going for restaurant..,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
550,But if she.s drinkin i'm ok.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
551,Ard 6 like dat lor.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
552,IM LATE TELLMISS IM ON MY WAY,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
553,You are not bothering me but you have to trust my answers. Pls.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
554,Not yet chikku..wat abt u?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
555,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
556,"Sorry that took so long, omw now",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
557,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
558,That's y u haf 2 keep me busy...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
559,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",0,1,1,0,0,1,1,0,ham,0,0,1,0,0,1,0,0,0,0,majority got incorrect,0,1,FALSE,,,,,
560,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
561,If you r @ home then come down within 5 min,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
562,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
563,Ok.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
564,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
565,Check with nuerologist.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
566,Dont gimme that lip caveboy,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
567,"Aldrine, rakhesh ex RTM here.pls call.urgent.",0,1,1,0,1,0,0,1,ham,0,0,0,1,1,0,0,1,0,0,majority got incorrect,0,1,FALSE,,,,,
568,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
569,So what do you guys do.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
570,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
571,You have 1 new message. Call 0207-083-6089,0,0,1,1,1,1,1,1,spam,1,0,0,1,0,1,1,0,0,1,1,1,1,FALSE,,,,,
572,I'm coming home 4 dinner.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
573,I'm going 2 orchard now laready me reaching soon. U reaching?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
574,Ok i go change also...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
575,ARR birthday today:) i wish him to get more oscar.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
576,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
577,Company is very good.environment is terrific and food is really nice:),0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
578,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
579,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
580,Aiyah then i wait lor. Then u entertain me. Hee...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
581,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
582,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
583,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
584,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
585,Shall i come to get pickle,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
586,You best watch what you say cause I get drunk as a motherfucker,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
587,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
588,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,0,1,1,0,0,1,0,1,ham,0,0,1,0,1,0,1,1,0,1,0,0,1,FALSE,,,,,
589,Ok... Let u noe when i leave my house.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
590,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0,1,1,0,1,0,1,0,ham,0,0,0,1,0,1,1,0,0,0,majority got incorrect,0,1,FALSE,,,,,
591,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
592,Dont put your phone on silent mode ok,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
593,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
594,Then get some cash together and I'll text jason,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
595,FreeMsg>FAV XMAS TONES!Reply REAL,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,0,0,1,,,,,
596,I'm going for bath will msg you next  &lt;#&gt;  min..,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
597,Dunno lei shd b driving lor cos i go sch 1 hr oni.,0,1,1,0,0,1,0,1,ham,0,0,1,0,1,0,1,1,0,1,0,0,1,FALSE,,,,,
598,What's your room number again? Wanna make sure I'm knocking on the right door,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
599,Tomarrow final hearing on my laptop case so i cant.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
600,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),0,1,1,0,0,1,0,1,ham,0,0,1,0,1,0,1,1,0,1,0,0,1,FALSE,,,,,
601,Good Morning my Dear........... Have a great &amp; successful day.,0,1,1,0,0,1,0,1,ham,0,0,1,0,1,0,1,1,0,1,0,0,1,FALSE,,,,,
602,Oh ok wait 4 me there... My lect havent finish,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
603,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
604,I meant middle left or right?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
605,My exam is for february 4. Wish you a great day.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
606,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
607,Sitting ard nothing to do lor. U leh busy w work?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
608,"Aight, can you text me the address?",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
609,Where r e meeting tmr?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
610,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,0,1,1,0,1,0,0,1,ham,0,0,0,1,1,0,0,1,0,0,majority got incorrect,0,1,FALSE,,,,,
611,How would my ip address test that considering my computer isn't a minecraft server,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
612,For sale - arsenal dartboard. Good condition but no doubles or trebles!,0,0,1,1,1,1,0,0,spam,1,0,0,1,1,0,0,1,0,0,majority got incorrect,0,0,FALSE,,,,,
613,"Sorry, I'll call later in meeting.",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
614,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",0,0,0,0,1,1,0,0,spam,1,1,0,0,1,1,0,1,0,0,majority got incorrect,0,0,FALSE,,,,,
615,"Goodmorning, today i am late for 1hr.",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
616,Haf u eaten? Wat time u wan me 2 come?,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
617,"Nah, Wednesday. When should I bring the mini cheetos bag over?",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
618,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
619,"Haha awesome, I've been to 4u a couple times. Who all's coming?",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
620,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,1,1,1,1,1,1,1,1,spam,1,1,1,1,1,1,1,1,1,1,1,1,1,FALSE,,,,,
621,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
622,He remains a bro amongst bros,0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
623,"Yes, princess. Are you going to make me moan?",0,1,0,1,0,1,0,1,ham,0,1,1,1,1,1,1,1,1,1,0,0,1,FALSE,,,,,
